node_index,predicted_class,full_prob,fidelity_plus,fidelity_minus,sparsity
8357,3,1.0,1.1920928955078125e-07,8.857250213623047e-05,0.999985979788463
21998,3,0.9581487774848938,-0.0003434419631958008,0.18758434057235718,0.999985979788463
8787,3,1.0,0.0,0.00013744831085205078,0.999985979788463
33297,3,1.0,1.1920928955078125e-07,5.0902366638183594e-05,0.999985979788463
26738,3,0.9999293088912964,0.9363420531153679,0.01918846368789673,0.999985979788463
