node,pred_full,pred_masked,fidelity,sparsity
8357,3,3,1.0,0.5985228305124668
21998,3,3,1.0,0.5828987067756879
8787,3,3,1.0,0.5995491099969716
33297,3,3,1.0,0.5595858990320446
26738,3,3,1.0,0.5650089168545376
